会社コード,企業名,決算期,決算種別,連結基準,決算月数,上場コード,日経業種コード,売上高,親会社株主に帰属する当期純利益,資産合計,株主資本
0000001,極洋,2006/03,10,1,12,11,235341,152899,2007,65049,14852
0000001,極洋,2007/03,10,1,12,11,235341,157088,2000,66459,16339
0000001,極洋,2008/03,10,1,12,11,235341,147767,1497,57373,16873
0000001,極洋,2009/03,10,1,12,11,235341,147554,1587,61184,17839
0000001,極洋,2010/03,10,1,12,11,235341,145778,1086,64301,18390
0000001,極洋,2011/03,10,1,12,11,235341,162731,58,76925,17785
0000001,極洋,2012/03,10,1,12,11,235341,181885,423,84937,17683
0000001,極洋,2013/03,10,1,12,11,235341,178046,1269,83245,18512
0000001,極洋,2014/03,10,1,12,11,235341,202387,2968,84319,20954
0000001,極洋,2015/03,10,1,12,11,235341,218350,2433,88937,22202
0000001,極洋,2016/03,10,1,12,11,235341,226626,1799,94608,23405
0000001,極洋,2017/03,10,1,12,11,235341,236561,2422,97391,25302
0000001,極洋,2018/03,10,1,12,11,235341,254783,3211,106297,28828
0000001,極洋,2019/03,10,1,12,11,235341,256151,2914,114673,31346
0000001,極洋,2020/03,10,1,12,11,235341,262519,2037,111184,32396
0000001,極洋,2021/03,10,1,12,11,235341,249197,3838,116331,35300
0000001,極洋,2022/03,10,1,12,11,235341,253575,4634,130460,39072
0000003,日本水産,2006/03,10,1,12,11,235341,539653,6700,384819,80909
0000003,日本水産,2007/03,10,1,12,11,235341,552871,9301,404173,89105
0000003,日本水産,2008/03,10,1,12,11,235341,533970,9390,396739,95709
0000003,日本水産,2009/03,10,1,12,11,235341,505250,-16239,385462,69256
0000003,日本水産,2010/03,10,1,12,11,235341,481574,44,383924,66798
0000003,日本水産,2011/03,10,1,12,11,235341,494294,-701,401185,64744
0000003,日本水産,2012/03,10,1,12,11,235341,538030,2307,403182,63320
0000003,日本水産,2013/03,10,1,12,11,235341,566858,-4575,424108,56815
0000003,日本水産,2014/03,10,1,12,11,235341,604249,3998,434597,60812
0000003,日本水産,2015/03,10,1,12,11,235341,638435,10558,461889,69536
0000003,日本水産,2016/03,10,1,12,11,235341,637164,12307,445707,81282
0000003,日本水産,2017/03,10,1,12,11,235341,635953,14216,451876,108163
0000003,日本水産,2018/03,10,1,12,11,235341,677293,17234,482233,123304
0000003,日本水産,2019/03,10,1,12,11,235341,712111,15379,477913,135959
0000003,日本水産,2020/03,10,1,12,11,235341,690016,14768,491533,148069
0000003,日本水産,2021/03,10,1,12,11,235341,615044,14391,475468,159648
0000003,日本水産,2022/03,10,1,12,11,235341,693682,17275,505731,172888
0000004,マルハニチロ,2012/03,10,1,12,11,235341,233998,762,134504,28894
0000004,マルハニチロ,2013/03,10,1,12,11,235341,229494,2920,124453,29614
0000004,マルハニチロ,2014/03,10,1,12,11,235341,264449,3730,151536,33344
0000004,マルハニチロ,2015/03,10,1,12,11,235341,863784,7219,502016,78567
0000004,マルハニチロ,2016/03,10,1,12,11,235341,884811,4097,485973,79610
0000004,マルハニチロ,2017/03,10,1,12,11,235341,873295,15446,501303,93511
0000004,マルハニチロ,2018/03,10,1,12,11,235341,918820,16102,516607,107169
0000004,マルハニチロ,2019/03,10,1,12,11,235341,922468,16695,520318,121738
0000004,マルハニチロ,2020/03,10,1,12,11,235341,905204,12537,528063,132748
0000004,マルハニチロ,2021/03,10,1,12,11,235341,809050,5753,532866,138081
0000004,マルハニチロ,2022/03,10,1,12,11,235341,866702,16898,548603,153290
0000015,常磐興産,2006/03,10,1,12,12,271702,46160,-154,66474,12548
0000015,常磐興産,2007/03,10,1,12,12,271702,47306,-603,63617,11764
0000015,常磐興産,2008/03,10,1,12,12,271702,49204,761,57089,12519
0000015,常磐興産,2009/03,10,1,12,12,271702,54320,1146,52938,15516
0000015,常磐興産,2010/03,10,1,12,12,271702,34738,486,53209,15824
0000015,常磐興産,2011/03,10,1,12,12,271702,33240,-367,52015,15256
0000015,常磐興産,2012/03,10,1,12,12,271702,29626,-8853,57662,9404
0000015,常磐興産,2013/03,10,1,12,12,271702,46776,2577,59437,11971
0000015,常磐興産,2014/03,10,1,12,12,271702,54429,1504,58041,10347
0000015,常磐興産,2015/03,10,1,12,12,271702,49461,1509,58470,11826
0000015,常磐興産,2016/03,10,1,12,12,271702,35767,1348,54401,12998
0000015,常磐興産,2017/03,10,1,12,12,271702,36177,548,55237,13369
0000015,常磐興産,2018/03,10,1,12,12,271702,29057,837,53097,14031
0000015,常磐興産,2019/03,10,1,12,12,271702,28647,-522,51836,13332
0000015,常磐興産,2020/03,10,1,12,12,271702,25993,-118,48245,13036
0000015,常磐興産,2021/03,10,1,12,12,271702,15097,-2884,50297,9976
0000015,常磐興産,2022/03,10,1,12,12,271702,11081,-2711,52344,7193
0000016,太平洋興発,2006/03,10,1,12,12,243429,27948,-1169,35076,9958
0000016,太平洋興発,2007/03,10,1,12,12,243429,24895,7,33586,9973
0000016,太平洋興発,2008/03,10,1,12,12,243429,33630,-610,37448,9283
0000016,太平洋興発,2009/03,10,1,12,12,243429,41072,306,32746,9678
0000016,太平洋興発,2010/03,10,1,12,12,243429,26088,606,33918,10427
0000016,太平洋興発,2011/03,10,1,12,12,243429,27410,321,33371,10619
0000016,太平洋興発,2012/03,10,1,12,12,243429,31943,352,34288,10824
0000016,太平洋興発,2013/03,10,1,12,12,243429,27953,383,35007,11078
0000016,太平洋興発,2014/03,10,1,12,12,243429,30975,397,37943,11951
0000016,太平洋興発,2015/03,10,1,12,12,243429,30202,211,35726,12308
0000016,太平洋興発,2016/03,10,1,12,12,243429,29406,218,36692,12327
0000016,太平洋興発,2017/03,10,1,12,12,243429,31689,638,37841,12772
0000016,太平洋興発,2018/03,10,1,12,12,243429,36135,508,39868,13042
0000016,太平洋興発,2019/03,10,1,12,12,243429,36005,291,43897,13100
0000016,太平洋興発,2020/03,10,1,12,12,243429,32476,464,43691,13331
0000016,太平洋興発,2021/03,10,1,12,12,243429,27825,446,43674,13467
0000016,太平洋興発,2022/03,10,1,12,12,243429,32855,367,44646,13436
0000021,ニッチツ,2006/03,10,1,12,12,121210,11746,637,17426,5645
0000021,ニッチツ,2007/03,10,1,12,12,121210,13710,892,18643,6397
0000021,ニッチツ,2008/03,10,1,12,12,121210,14899,1020,18179,7278
0000021,ニッチツ,2009/03,10,1,12,12,121210,14086,1010,17155,8117
0000021,ニッチツ,2010/03,10,1,12,12,121210,12030,866,16890,8813
0000021,ニッチツ,2011/03,10,1,12,12,121210,11433,835,16776,9479
0000021,ニッチツ,2012/03,10,1,12,12,121210,10870,781,16753,10091
0000021,ニッチツ,2013/03,10,1,12,12,121210,9607,355,16783,10276
0000021,ニッチツ,2014/03,10,1,12,12,121210,8712,244,16138,10424
0000021,ニッチツ,2015/03,10,1,12,12,121210,9971,610,17131,10908
0000021,ニッチツ,2016/03,10,1,12,12,121210,9787,146,16213,10917
0000021,ニッチツ,2017/03,10,1,12,12,121210,9360,179,16147,10968
0000021,ニッチツ,2018/03,10,1,12,12,121210,8750,16,15681,10856
0000021,ニッチツ,2019/03,10,1,12,12,121210,8424,55,15354,10757
0000021,ニッチツ,2020/03,10,1,12,12,121210,9015,40,15189,10757
0000021,ニッチツ,2021/03,10,1,12,12,121210,8473,-82,15298,10643
0000021,ニッチツ,2022/03,10,1,12,12,121210,7856,-121,14986,10500
0000022,日鉄鉱業,2006/03,10,1,12,11,237362,96445,4495,195967,52253
0000022,日鉄鉱業,2007/03,10,1,12,11,237362,118671,5710,213183,57213
0000022,日鉄鉱業,2008/03,10,1,12,11,237362,126545,3894,187052,60491
0000022,日鉄鉱業,2009/03,10,1,12,11,237362,111695,-462,134083,59386
0000022,日鉄鉱業,2010/03,10,1,12,11,237362,93726,1681,144066,60587
0000022,日鉄鉱業,2011/03,10,1,12,11,237362,107741,1638,136145,61638
0000022,日鉄鉱業,2012/03,10,1,12,11,237362,101505,3024,132470,64077
0000022,日鉄鉱業,2013/03,10,1,12,11,237362,102840,3873,144539,67365
0000022,日鉄鉱業,2014/03,10,1,12,11,237362,114317,3903,161325,70681
0000022,日鉄鉱業,2015/03,10,1,12,11,237362,125467,5973,170055,75831
0000022,日鉄鉱業,2016/03,10,1,12,11,237362,114088,4483,162379,79726
0000022,日鉄鉱業,2017/03,10,1,12,11,237362,107325,7289,167260,85401
0000022,日鉄鉱業,2018/03,10,1,12,11,237362,118709,4877,172431,89540
0000022,日鉄鉱業,2019/03,10,1,12,11,237362,123372,5360,171717,94065
0000022,日鉄鉱業,2020/03,10,1,12,11,237362,117502,4518,173954,97649
0000022,日鉄鉱業,2021/03,10,1,12,11,237362,119159,3746,188735,100591
0000022,日鉄鉱業,2022/03,10,1,12,11,237362,149082,9279,197732,108144
0000023,三井松島ホールディングス,2006/03,10,1,12,11,237361,57016,252,49813,7537
0000023,三井松島ホールディングス,2007/03,10,1,12,11,237361,53210,716,49992,11152
0000023,三井松島ホールディングス,2008/03,10,1,12,11,237361,75097,2367,53439,13273
0000023,三井松島ホールディングス,2009/03,10,1,12,11,237361,107691,-1251,45775,11092
0000023,三井松島ホールディングス,2010/03,10,1,12,11,237361,61014,3463,48983,18887
0000023,三井松島ホールディングス,2011/03,10,1,12,11,237361,87658,4480,49022,23138
0000023,三井松島ホールディングス,2012/03,10,1,12,11,237361,98063,4880,46178,28216
0000023,三井松島ホールディングス,2013/03,10,1,12,11,237361,84009,1699,56280,29443
0000023,三井松島ホールディングス,2014/03,10,1,12,11,237361,77300,1532,59812,29421
0000023,三井松島ホールディングス,2015/03,10,1,12,11,237361,67956,584,58091,29729
0000023,三井松島ホールディングス,2016/03,10,1,12,11,237361,58564,1512,55281,29592
0000023,三井松島ホールディングス,2017/03,10,1,12,11,237361,53086,1323,59113,29660
0000023,三井松島ホールディングス,2018/03,10,1,12,11,237361,66322,1520,58282,30883
0000023,三井松島ホールディングス,2019/03,10,1,12,11,237361,75702,2240,57464,32514
0000023,三井松島ホールディングス,2020/03,10,1,12,11,237361,66596,2292,63155,34151
0000023,三井松島ホールディングス,2021/03,10,1,12,11,237361,57378,-3035,70618,30477
0000023,三井松島ホールディングス,2022/03,10,1,12,11,237361,46592,5396,67837,35236
0000042,中外鉱業,2006/03,10,1,12,12,237362,16028,-166,44468,43657
0000042,中外鉱業,2007/03,10,1,12,12,237362,23460,1183,50282,49580
0000042,中外鉱業,2008/03,10,1,12,12,237362,31288,-35960,13397,12750
0000042,中外鉱業,2009/03,10,1,12,12,237362,36595,-3315,9976,9436
0000042,中外鉱業,2010/03,10,1,12,12,237362,32491,-1778,8565,7658
0000042,中外鉱業,2011/03,10,1,12,12,237362,31778,322,9351,7981
0000042,中外鉱業,2012/03,10,1,12,12,237362,26075,-423,8623,7557
0000042,中外鉱業,2013/03,10,1,12,12,237362,19556,241,9144,7799
0000042,中外鉱業,2014/03,10,1,12,12,237362,14578,-180,8824,7618
0000042,中外鉱業,2015/03,10,1,12,12,237362,20814,-466,8205,7151
0000042,中外鉱業,2016/03,10,1,12,12,237362,29188,-483,7645,6668
0000042,中外鉱業,2017/03,10,1,12,12,237362,62501,-92,7585,6575
0000042,中外鉱業,2018/03,10,1,12,12,237362,52109,-9,7320,6565
0000042,中外鉱業,2019/03,10,1,12,12,237362,26457,123,7795,6689
0000042,中外鉱業,2020/03,10,1,12,12,237362,28517,-296,7756,6392
0000042,中外鉱業,2021/03,10,1,12,12,237362,39452,175,8268,6567
0000042,中外鉱業,2022/03,10,1,12,12,237362,51590,546,9833,7066
0000043,古河機械金属,2006/03,10,1,12,11,119181,181938,5309,213047,30827
0000043,古河機械金属,2007/03,10,1,12,11,119181,200749,17554,217027,46378
0000043,古河機械金属,2008/03,10,1,12,11,119181,213426,8595,199383,52802
0000043,古河機械金属,2009/03,10,1,12,11,119181,161857,-5917,188361,44551
0000043,古河機械金属,2010/03,10,1,12,11,119181,142925,585,204774,44850
0000043,古河機械金属,2011/03,10,1,12,11,119181,165638,563,196234,45472
0000043,古河機械金属,2012/03,10,1,12,11,119181,157566,-1659,193971,43867
0000043,古河機械金属,2013/03,10,1,12,11,119181,165539,2976,186076,46742
0000043,古河機械金属,2014/03,10,1,12,11,119181,163026,3976,199408,50077
0000043,古河機械金属,2015/03,10,1,12,11,119181,172544,9793,207317,58408
0000043,古河機械金属,2016/03,10,1,12,11,119181,161799,5056,195650,61612
0000043,古河機械金属,2017/03,10,1,12,11,119181,149829,4254,208034,63890
0000043,古河機械金属,2018/03,10,1,12,11,119181,167695,4774,222211,66714
0000043,古河機械金属,2019/03,10,1,12,11,119181,174116,4654,215368,68824
0000043,古河機械金属,2020/03,10,1,12,11,119181,165215,4431,209697,71018
0000043,古河機械金属,2021/03,10,1,12,11,119181,159702,7468,218275,76373
0000043,古河機械金属,2022/03,10,1,12,11,119181,199097,6477,229727,80570
0000045,三井金属鉱業,2006/03,10,1,12,11,119181,503370,23374,460225,155868
0000045,三井金属鉱業,2007/03,10,1,12,11,119181,591518,31370,483397,181751
0000045,三井金属鉱業,2008/03,10,1,12,11,119181,595463,7830,486238,182103
0000045,三井金属鉱業,2009/03,10,1,12,11,119181,427191,-67256,410258,107842
0000045,三井金属鉱業,2010/03,10,1,12,11,119181,392364,13899,416541,121375
0000045,三井金属鉱業,2011/03,10,1,12,11,119181,446487,21160,411027,140816
0000045,三井金属鉱業,2012/03,10,1,12,11,119181,431058,11531,413106,148839
0000045,三井金属鉱業,2013/03,10,1,12,11,119181,417219,9910,438072,154396
0000045,三井金属鉱業,2014/03,10,1,12,11,119181,441046,3662,503825,156280
0000045,三井金属鉱業,2015/03,10,1,12,11,119181,473274,17237,538646,170993
0000045,三井金属鉱業,2016/03,10,1,12,11,119181,450553,-20926,484800,146468
0000045,三井金属鉱業,2017/03,10,1,12,11,119181,436330,18674,518981,161714
0000045,三井金属鉱業,2018/03,10,1,12,11,119181,519215,-708,518705,157271
0000045,三井金属鉱業,2019/03,10,1,12,11,119181,497701,4691,523315,159207
0000045,三井金属鉱業,2020/03,10,1,12,11,119181,473109,1566,537119,157296
0000045,三井金属鉱業,2021/03,10,1,12,11,119181,522936,44733,595016,197783
0000045,三井金属鉱業,2022/03,10,1,12,11,119181,633346,52088,637878,241075
0000046,東邦亜鉛,2006/03,10,1,12,11,119181,75916,3422,98289,21826
0000046,東邦亜鉛,2007/03,10,1,12,11,119181,127876,10087,125847,39739
0000046,東邦亜鉛,2008/03,10,1,12,11,119181,147390,9949,124650,48325
0000046,東邦亜鉛,2009/03,10,1,12,11,119181,92685,-5233,107824,41660
0000046,東邦亜鉛,2010/03,10,1,12,11,119181,83592,4654,112823,45636
0000046,東邦亜鉛,2011/03,10,1,12,11,119181,103628,7545,141007,52231
0000046,東邦亜鉛,2012/03,10,1,12,11,119181,105914,1005,149803,52286
0000046,東邦亜鉛,2013/03,10,1,12,11,119181,103654,-5156,145814,46179
0000046,東邦亜鉛,2014/03,10,1,12,11,119181,118619,1670,145014,47169
0000046,東邦亜鉛,2015/03,10,1,12,11,119181,121093,2743,151970,49708
0000046,東邦亜鉛,2016/03,10,1,12,11,119181,114144,-16221,122160,32536
0000046,東邦亜鉛,2017/03,10,1,12,11,119181,113952,8814,129700,40669
0000046,東邦亜鉛,2018/03,10,1,12,11,119181,133625,10373,137259,49687
0000046,東邦亜鉛,2019/03,10,1,12,11,119181,117551,-2550,130231,45439
0000046,東邦亜鉛,2020/03,10,1,12,11,119181,97445,-18364,117333,26124
0000046,東邦亜鉛,2021/03,10,1,12,11,119181,103469,5508,113635,32022
0000046,東邦亜鉛,2022/03,10,1,12,11,119181,124279,7922,145796,39262
0000047,三菱マテリアル,2006/03,10,1,12,11,119181,1143699,58802,1609445,215245
0000047,三菱マテリアル,2007/03,10,1,12,11,119181,1452108,71382,1773899,315260
0000047,三菱マテリアル,2008/03,10,1,12,11,119181,1659286,74268,1856276,401151
0000047,三菱マテリアル,2009/03,10,1,12,11,119181,1424114,6106,1732003,380915
0000047,三菱マテリアル,2010/03,10,1,12,11,119181,1119448,-66555,1826420,324283
0000047,三菱マテリアル,2011/03,10,1,12,11,119181,1333992,14274,1837405,340493
0000047,三菱マテリアル,2012/03,10,1,12,11,119181,1440847,9565,1751870,348470
0000047,三菱マテリアル,2013/03,10,1,12,11,119181,1287251,36948,1811767,368493
0000047,三菱マテリアル,2014/03,10,1,12,11,119181,1414796,52551,1778505,417301
0000047,三菱マテリアル,2015/03,10,1,12,11,119181,1517265,56147,1898157,462722
0000047,三菱マテリアル,2016/03,10,1,12,11,119181,1417895,61316,1793375,512796
0000047,三菱マテリアル,2017/03,10,1,12,11,119181,1304068,28352,1896939,543388
0000047,三菱マテリアル,2018/03,10,1,12,11,119181,1599533,34595,2011067,571220
0000047,三菱マテリアル,2019/03,10,1,12,11,119181,1662990,1298,1938270,562659
0000047,三菱マテリアル,2020/03,10,1,12,11,119181,1516100,-72850,1904050,484416
0000047,三菱マテリアル,2021/03,10,1,12,11,119181,1485121,24407,2035546,490842
0000047,三菱マテリアル,2022/03,10,1,12,11,119181,1811759,45015,2125032,524836
0000049,住友金属鉱山,2006/03,10,1,12,11,119181,625579,62800,772562,341475
0000049,住友金属鉱山,2007/03,10,1,12,11,119181,966764,126054,929208,458280
0000049,住友金属鉱山,2008/03,10,1,12,11,119181,1132372,137808,1091716,580276
0000049,住友金属鉱山,2009/03,10,1,12,11,119181,793797,21974,880001,552601
0000049,住友金属鉱山,2010/03,10,1,12,11,119181,725827,53952,981458,612567
0000049,住友金属鉱山,2011/03,10,1,12,11,119181,864077,83962,1052353,682495
0000049,住友金属鉱山,2012/03,10,1,12,11,119181,847897,65286,1146759,730036
0000049,住友金属鉱山,2013/03,10,1,12,11,119181,808540,86640,1351153,792051
0000049,住友金属鉱山,2014/03,10,1,12,11,119181,830546,80258,1572367,852150
0000049,住友金属鉱山,2015/03,10,1,12,11,119181,921334,91113,1740246,916575
0000049,住友金属鉱山,2016/03,10,1,12,11,119181,855407,-309,1630800,891368
0000049,住友金属鉱山,2017/03,10,1,12,11,119181,786146,-18540,1685018,864941
0000049,住友金属鉱山,2018/03,10,3,12,11,119181,929746,90227,1732333,990970
0000049,住友金属鉱山,2019/03,10,3,12,11,119181,912208,66790,1797701,1021805
0000049,住友金属鉱山,2020/03,10,3,12,11,119181,851946,60600,1719690,1002040
0000049,住友金属鉱山,2021/03,10,3,12,11,119181,926122,94604,1885999,1088775
0000049,住友金属鉱山,2022/03,10,3,12,11,119181,1259091,281037,2268756,1321025
0000050,ＤＯＷＡホールディングス,2006/03,10,1,12,11,119181,316388,14532,309315,95635
0000050,ＤＯＷＡホールディングス,2007/03,10,1,12,11,119181,458701,26337,352299,117607
0000050,ＤＯＷＡホールディングス,2008/03,10,1,12,11,119181,475826,24520,367931,135648
0000050,ＤＯＷＡホールディングス,2009/03,10,1,12,11,119181,346885,-28138,343208,98441
0000050,ＤＯＷＡホールディングス,2010/03,10,1,12,11,119181,307462,4359,330720,99831
0000050,ＤＯＷＡホールディングス,2011/03,10,1,12,11,119181,379816,8521,340161,105188
0000050,ＤＯＷＡホールディングス,2012/03,10,1,12,11,119181,392468,10610,319665,112850
0000050,ＤＯＷＡホールディングス,2013/03,10,1,12,11,119181,419390,15213,349787,125291
0000050,ＤＯＷＡホールディングス,2014/03,10,1,12,11,119181,443985,23310,358717,144910
0000050,ＤＯＷＡホールディングス,2015/03,10,1,12,11,119181,464219,26543,379193,165730
0000050,ＤＯＷＡホールディングス,2016/03,10,1,12,11,119181,406598,21826,364420,182211
0000050,ＤＯＷＡホールディングス,2017/03,10,1,12,11,119181,410503,26169,404604,202893
0000050,ＤＯＷＡホールディングス,2018/03,10,1,12,11,119181,454754,24693,456530,221980
0000050,ＤＯＷＡホールディングス,2019/03,10,1,12,11,119181,452928,14986,494683,230395
0000050,ＤＯＷＡホールディングス,2020/03,10,1,12,11,119181,485130,17395,512495,241581
0000050,ＤＯＷＡホールディングス,2021/03,10,1,12,11,119181,588003,21824,598471,259136
0000050,ＤＯＷＡホールディングス,2022/03,10,1,12,11,119181,831794,51012,657283,303603
0000055,ユアテック,2006/03,10,1,12,11,241404,171921,2677,163029,83045
0000055,ユアテック,2007/03,10,1,12,11,241404,181151,2879,167873,85084
0000055,ユアテック,2008/03,10,1,12,11,241404,206971,2715,168941,87222
0000055,ユアテック,2009/03,10,1,12,11,241404,181984,3293,163674,89648
0000055,ユアテック,2010/03,10,1,12,11,241404,163593,919,155789,89747
0000055,ユアテック,2011/03,10,1,12,11,241404,161993,-80,157846,89152
0000055,ユアテック,2012/03,10,1,12,11,241404,200123,-8485,164250,79855
0000055,ユアテック,2013/03,10,1,12,11,241404,164617,-3666,146937,75118
0000055,ユアテック,2014/03,10,1,12,11,241404,185823,3503,157021,77779
0000055,ユアテック,2015/03,10,1,12,11,241404,217712,12160,180723,93978
0000055,ユアテック,2016/03,10,1,12,11,241404,227067,10470,187598,103412
0000055,ユアテック,2017/03,10,1,12,11,241404,226042,10118,190390,111625
0000055,ユアテック,2018/03,10,1,12,11,241404,213251,8378,191201,111656
0000055,ユアテック,2019/03,10,1,12,11,241404,204054,6631,195444,116888
0000055,ユアテック,2020/03,10,1,12,11,241404,202760,4470,197050,120056
0000055,ユアテック,2021/03,10,1,12,11,241404,197092,5763,200116,124407
0000055,ユアテック,2022/03,10,1,12,11,241404,225317,6700,216016,129689
0000056,日比谷総合設備,2006/03,10,1,12,11,241404,62771,1014,84128,48617
0000056,日比谷総合設備,2007/03,10,1,12,11,241404,66898,1355,81033,49054
0000056,日比谷総合設備,2008/03,10,1,12,11,241404,61222,904,75085,49157
0000056,日比谷総合設備,2009/03,10,1,12,11,241404,60159,1406,71770,47517
0000056,日比谷総合設備,2010/03,10,1,12,11,241404,62378,2440,74631,48852
0000056,日比谷総合設備,2011/03,10,1,12,11,241404,58300,3014,76764,50558
0000056,日比谷総合設備,2012/03,10,1,12,11,241404,60919,1657,76442,50446
0000056,日比谷総合設備,2013/03,10,1,12,11,241404,66322,1806,79427,50530
0000056,日比谷総合設備,2014/03,10,1,12,11,241404,69466,2215,83531,51346
0000056,日比谷総合設備,2015/03,10,1,12,11,241404,71329,2630,84725,52315
0000056,日比谷総合設備,2016/03,10,1,12,11,241404,79401,4641,91900,55200
0000056,日比谷総合設備,2017/03,10,1,12,11,241404,78387,5207,93661,58352
0000056,日比谷総合設備,2018/03,10,1,12,11,241404,66838,7273,82931,52894
0000056,日比谷総合設備,2019/03,10,1,12,11,241404,70035,2711,82396,53221
0000056,日比谷総合設備,2020/03,10,1,12,11,241404,75890,3537,83632,54312
0000056,日比谷総合設備,2021/03,10,1,12,11,241404,73119,3075,86138,55603
0000056,日比谷総合設備,2022/03,10,1,12,11,241404,75497,4372,87466,57260
0000059,植木組,2006/03,10,1,12,12,241406,53471,706,44466,15380
0000059,植木組,2007/03,10,1,12,12,241406,46572,304,41042,15386
0000059,植木組,2008/03,10,1,12,12,241406,39978,87,42697,15324
0000059,植木組,2009/03,10,1,12,12,241406,51713,-789,48938,14314
0000059,植木組,2010/03,10,1,12,12,241406,42261,477,40730,14710
0000059,植木組,2011/03,10,1,12,12,241406,36669,540,36852,15137
0000059,植木組,2012/03,10,1,12,12,241406,34981,287,39077,15231
0000059,植木組,2013/03,10,1,12,12,241406,37777,472,37374,15351
0000059,植木組,2014/03,10,1,12,12,241406,43428,804,39357,16020
0000059,植木組,2015/03,10,1,12,12,241406,46267,911,41329,16739
0000059,植木組,2016/03,10,1,12,12,241406,42767,1146,38943,17713
0000059,植木組,2017/03,10,1,12,12,241406,45051,1249,41865,18696
0000059,植木組,2018/03,10,1,12,12,241406,45559,1269,38996,19731
0000059,植木組,2019/03,10,1,12,12,241406,44568,1068,44256,20577
0000059,植木組,2020/03,10,1,12,12,241406,51938,1434,47741,21747
0000059,植木組,2021/03,10,1,12,12,241406,48847,1700,45683,23148
0000059,植木組,2022/03,10,1,12,12,241406,47678,1440,43632,24219
0000061,大成建設,2006/03,10,1,12,11,241401,1743993,28362,1847183,245907
0000061,大成建設,2007/03,10,1,12,11,241401,1873324,26222,1989318,266636
0000061,大成建設,2008/03,10,1,12,11,241401,1711713,24446,1739483,283134
0000061,大成建設,2009/03,10,1,12,11,241401,1641182,-24400,1671482,252904
0000061,大成建設,2010/03,10,1,12,11,241401,1441975,21222,1501290,274778
0000061,大成建設,2011/03,10,1,12,11,241401,1218118,10883,1395493,290281
0000061,大成建設,2012/03,10,1,12,11,241401,1323503,1181,1494695,284713
0000061,大成建設,2013/03,10,1,12,11,241401,1416495,20050,1543094,299336
0000061,大成建設,2014/03,10,1,12,11,241401,1533473,32089,1599065,327066
0000061,大成建設,2015/03,10,1,12,11,241401,1573270,38177,1735248,370139
0000061,大成建設,2016/03,10,1,12,11,241401,1545889,77045,1660821,437532
0000061,大成建設,2017/03,10,1,12,11,241401,1487252,90566,1760078,485395
0000061,大成建設,2018/03,10,1,12,11,241401,1585497,126788,1910597,563913
0000061,大成建設,2019/03,10,1,12,11,241401,1650877,112571,1846176,610564
0000061,大成建設,2020/03,10,1,12,11,241401,1751330,122087,1889995,673729
0000061,大成建設,2021/03,10,1,12,11,241401,1480141,92554,1870622,718592
0000061,大成建設,2022/03,10,1,12,11,241401,1543240,71436,1956200,743609
0000062,大林組,2006/03,10,1,12,11,241401,1476425,34489,1977295,250653
0000062,大林組,2007/03,10,1,12,11,241401,1567960,40652,2066984,282292
0000062,大林組,2008/03,10,1,12,11,241401,1691635,18595,1854071,297090
0000062,大林組,2009/03,10,1,12,11,241401,1682462,10966,1725645,301197
0000062,大林組,2010/03,10,1,12,11,241401,1341456,-53354,1590667,237338
0000062,大林組,2011/03,10,1,12,11,241401,1131864,15423,1505697,249807
0000062,大林組,2012/03,10,1,12,11,241401,1245772,5142,1618748,250250
0000062,大林組,2013/03,10,1,12,11,241401,1448305,13195,1656289,259621
0000062,大林組,2014/03,10,1,12,11,241401,1612756,21627,1818886,276590
0000062,大林組,2015/03,10,1,12,11,241401,1773981,28695,1996193,297190
0000062,大林組,2016/03,10,1,12,11,241401,1777834,63437,1951907,353296
0000062,大林組,2017/03,10,1,12,11,241401,1872721,94501,2015996,432497
0000062,大林組,2018/03,10,1,12,11,241401,1900655,92662,2129027,503798
0000062,大林組,2019/03,10,1,12,11,241401,2039685,113155,2214512,596355
0000062,大林組,2020/03,10,1,12,11,241401,2073043,113093,2230297,685468
0000062,大林組,2021/03,10,1,12,11,241401,1766893,98780,2272628,759815
0000062,大林組,2022/03,10,1,12,11,241401,1922884,39127,2422085,775144
0000063,清水建設,2006/03,10,1,12,11,241401,1499355,27242,1801820,216680
0000063,清水建設,2007/03,10,1,12,11,241401,1654087,25618,1850561,235250
0000063,清水建設,2008/03,10,1,12,11,241401,1685059,27047,1877961,257801
0000063,清水建設,2009/03,10,1,12,11,241401,1887572,6290,1987536,258617
0000063,清水建設,2010/03,10,1,12,11,241401,1589278,-6850,1566531,245855
0000063,清水建設,2011/03,10,1,12,11,241401,1303755,10848,1423613,250912
0000063,清水建設,2012/03,10,1,12,11,241401,1336194,1430,1410975,246858
0000063,清水建設,2013/03,10,1,12,11,241401,1416044,5901,1456441,247221
0000063,清水建設,2014/03,10,1,12,11,241401,1497578,14191,1512686,255161
0000063,清水建設,2015/03,10,1,12,11,241401,1567843,33397,1703399,283258
0000063,清水建設,2016/03,10,1,12,11,241401,1664933,59322,1722936,335456
0000063,清水建設,2017/03,10,1,12,11,241401,1567427,98946,1688197,422017
0000063,清水建設,2018/03,10,1,12,11,241401,1519435,84978,1780943,482680
0000063,清水建設,2019/03,10,1,12,11,241401,1664960,99668,1860794,559674
0000063,清水建設,2020/03,10,1,12,11,241401,1698292,98977,1904934,606741
0000063,清水建設,2021/03,10,1,12,11,241401,1456473,77176,1908674,659494
